1000,0.026724815368652344
1500,0.06250214576721191
2000,0.10892486572265625
2500,0.16628003120422363
3000,0.24651265144348145
3500,0.33226442337036133
4000,0.43830347061157227
4500,0.544029951095581
5000,0.6677565574645996
5500,0.8132889270782471
6000,0.9871914386749268
6500,1.1458160877227783
7000,1.3330698013305664
7500,1.5181877613067627
8000,2.092752456665039
8500,1.927445888519287
9000,2.168346405029297
9500,2.410057544708252
10000,2.673119306564331
11000,3.443125009536743
12000,3.918332576751709
13000,4.653149843215942
14000,5.269055604934692
15000,6.360639333724976
16000,6.910717487335205
17000,7.858704328536987
18000,8.925500869750977
19000,9.94152545928955
