1000,0.03268241882324219
1500,0.07280898094177246
2000,0.13390326499938965
2500,0.22003459930419922
3000,0.2901740074157715
3500,0.4008653163909912
4000,0.5233199596405029
4500,0.6564860343933105
5000,0.8221056461334229
5500,1.0058796405792236
6000,1.2156198024749756
6500,1.4298582077026367
7000,1.6246213912963867
7500,1.8885619640350342
8000,2.612502098083496
8500,2.40372896194458
9000,2.6820566654205322
9500,3.017005681991577
10000,3.2747111320495605
11000,4.07670521736145
12000,5.268791437149048
13000,5.984496116638184
14000,6.547266244888306
15000,7.790644884109497
16000,8.617676734924316
17000,10.07887077331543
18000,11.350171089172363
19000,12.601356267929077
