1000,0.10931730270385742
1500,0.24329185485839844
2000,0.43390607833862305
2500,0.6860463619232178
3000,0.9844894409179688
3500,1.3560633659362793
4000,1.771514892578125
4500,2.2406766414642334
5000,2.799199342727661
5500,3.389476776123047
6000,4.02341628074646
6500,4.698351621627808
7000,5.752881050109863
7500,6.460716009140015
8000,7.2601158618927
8500,8.191025257110596
9000,9.188717126846313
9500,10.339664697647095
10000,10.982739686965942
11000,13.851086139678955
12000,16.550447940826416
13000,19.591315269470215
14000,22.823704957962036
15000,25.54117751121521
16000,29.622252702713013
17000,33.49827218055725
18000,38.35600423812866
19000,41.99035406112671
